"testsubject" "set" "activity" "means" "stdevs$sd"
1 "train" "SITTING" -0.734650982772727 2973.20954525577
1 "train" "SITTING" -0.744835693525758 2973.20954525577
1 "train" "SITTING" -0.746348790712576 2973.20954525577
1 "train" "SITTING" -0.746287778865152 2973.20954525577
1 "train" "SITTING" -0.719938464095455 2973.20954525577
1 "train" "SITTING" -0.72609141284697 2973.20954525577
1 "train" "SITTING" -0.737933516748485 2973.20954525577
1 "train" "SITTING" -0.744372617848485 2973.20954525577
1 "train" "SITTING" -0.744950186834848 2973.20954525577
1 "train" "SITTING" -0.745292026787879 2973.20954525577
1 "train" "SITTING" -0.745609305136364 2973.20954525577
1 "train" "SITTING" -0.747725019460606 2973.20954525577
1 "train" "SITTING" -0.747928408084849 2973.20954525577
1 "train" "SITTING" -0.747486987068182 2973.20954525577
1 "train" "SITTING" -0.747141715263636 2973.20954525577
1 "train" "SITTING" -0.747454895224242 2973.20954525577
1 "train" "SITTING" -0.746747343006061 2973.20954525577
1 "train" "LAYING" -0.676638620598939 2973.20954525577
1 "train" "LAYING" -0.735169186715152 2973.20954525577
1 "train" "LAYING" -0.747852829777121 2973.20954525577
1 "train" "LAYING" -0.752356412116667 2973.20954525577
1 "train" "LAYING" -0.752325637921212 2973.20954525577
1 "train" "LAYING" -0.751522926743939 2973.20954525577
1 "train" "LAYING" -0.750886448678788 2973.20954525577
1 "train" "LAYING" -0.751353335492424 2973.20954525577
1 "train" "LAYING" -0.750882411475758 2973.20954525577
1 "train" "LAYING" -0.750894338001515 2973.20954525577
1 "train" "LAYING" -0.751469178627273 2973.20954525577
1 "train" "LAYING" -0.75179787690303 2973.20954525577
1 "train" "LAYING" -0.751589443651515 2973.20954525577
1 "train" "LAYING" -0.584188766721212 2973.20954525577
1 "train" "LAYING" -0.704598936636364 2973.20954525577
1 "train" "LAYING" -0.434815724106061 2973.20954525577
1 "train" "LAYING" -0.4207462 2973.20954525577
1 "train" "LAYING" -0.639372763643939 2973.20954525577
1 "train" "LAYING" -0.558585365787879 2973.20954525577
1 "train" "LAYING" -0.249194145365151 2973.20954525577
1 "train" "LAYING" -0.262043952348485 2973.20954525577
1 "train" "LAYING" -0.530772637878788 2973.20954525577
1 "train" "LAYING" -0.701169636366061 2973.20954525577
1 "train" "LAYING" -0.739619027672727 2973.20954525577
1 "train" "LAYING" -0.758532660161061 2973.20954525577
1 "train" "LAYING" -0.762889250274697 2973.20954525577
1 "train" "LAYING" -0.763911126368182 2973.20954525577
1 "train" "WALKING" -0.25734176219697 2973.20954525577
1 "train" "WALKING" -0.219113195889394 2973.20954525577
1 "train" "WALKING" -0.221047092606061 2973.20954525577
1 "train" "WALKING" -0.160910553568182 2973.20954525577
1 "train" "WALKING" -0.15241906759697 2973.20954525577
1 "train" "WALKING" -0.197950339636364 2973.20954525577
1 "train" "WALKING" -0.216557941983333 2973.20954525577
1 "train" "WALKING" -0.200979827107576 2973.20954525577
1 "train" "WALKING" -0.266620702287879 2973.20954525577
1 "train" "WALKING" -0.222869634772727 2973.20954525577
1 "train" "WALKING" -0.229138066071515 2973.20954525577
1 "train" "WALKING" -0.21224208330303 2973.20954525577
1 "train" "WALKING" -0.187227690348485 2973.20954525577
1 "train" "WALKING" -0.146328728610606 2973.20954525577
1 "train" "WALKING" -0.173761863666667 2973.20954525577
1 "train" "WALKING" -0.180293164621212 2973.20954525577
1 "train" "WALKING" -0.162515001566667 2973.20954525577
1 "train" "WALKING" -0.171862092412121 2973.20954525577
1 "train" "WALKING" -0.155646561136364 2973.20954525577
1 "train" "WALKING" -0.199606610781818 2973.20954525577
1 "train" "WALKING" -0.174262152443939 2973.20954525577
1 "train" "WALKING" -0.154650346616818 2973.20954525577
1 "train" "WALKING" -0.206034192424242 2973.20954525577
1 "train" "WALKING" -0.143043307377273 2973.20954525577
1 "train" "WALKING" -0.152954479037879 2973.20954525577
1 "train" "WALKING" -0.141399695637879 2973.20954525577
1 "train" "WALKING" -0.147324929395455 2973.20954525577
1 "train" "WALKING" -0.218701425201667 2973.20954525577
1 "train" "WALKING" -0.183452501970318 2973.20954525577
1 "train" "WALKING" -0.168032717939394 2973.20954525577
1 "train" "WALKING" -0.187897720625758 2973.20954525577
1 "train" "WALKING" -0.173376728424242 2973.20954525577
1 "train" "WALKING" -0.178527364636364 2973.20954525577
1 "train" "WALKING" -0.131848973810606 2973.20954525577
1 "train" "WALKING" -0.20575995145 2973.20954525577
1 "train" "WALKING" -0.213946906895455 2973.20954525577
1 "train" "WALKING" -0.201073869640152 2973.20954525577
1 "train" "WALKING" -0.179843558883333 2973.20954525577
1 "train" "WALKING" -0.18555095430303 2973.20954525577
1 "train" "WALKING" -0.227558932509242 2973.20954525577
1 "train" "WALKING" -0.255425522999545 2973.20954525577
1 "train" "WALKING" -0.253030174281818 2973.20954525577
1 "train" "WALKING" -0.271973868666667 2973.20954525577
1 "train" "WALKING" -0.248001126521212 2973.20954525577
1 "train" "WALKING" -0.202549560112121 2973.20954525577
1 "train" "WALKING" -0.211950027166667 2973.20954525577
1 "train" "WALKING" -0.228790129918182 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.281045174363636 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.225821980581818 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.163932917637879 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.164921983598485 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.158420047681818 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0855026554212121 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.111711926191667 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.216951435313636 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.227053657424242 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0389248558893939 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0855025770333333 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0405966376 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0306116525795455 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.096484773519697 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.128630128115152 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.119873633309091 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.153548632786364 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.190293882475758 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.181848020090909 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.108067186660606 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0670132546636364 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.158390715626364 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.203950933540909 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.221189700960606 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.231957194375758 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.322366691834849 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.350039360181818 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.32477180404697 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.283673629248485 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.299556785309091 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.324028514387879 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.313342169818182 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.319984211221212 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.309647612954545 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.338141867242424 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.287559325362121 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.292081952581818 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.370685745907576 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.344014309895455 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.359949572121212 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.402102020242424 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.400259664159091 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.345995022577273 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.321737866874242 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.276606280109091 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.296883200824242 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.361689849140909 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.352772405837879 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.313977841266667 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.361396151545455 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.333006859712121 2973.20954525577
1 "train" "STANDING" -0.723956989268182 2973.20954525577
1 "train" "STANDING" -0.741655294319545 2973.20954525577
1 "train" "STANDING" -0.750314635636364 2973.20954525577
1 "train" "STANDING" -0.742637747789394 2973.20954525577
1 "train" "STANDING" -0.739834196927273 2973.20954525577
1 "train" "STANDING" -0.747293996819394 2973.20954525577
1 "train" "STANDING" -0.754273582116667 2973.20954525577
1 "train" "STANDING" -0.758947492343939 2973.20954525577
1 "train" "STANDING" -0.755368881368182 2973.20954525577
1 "train" "STANDING" -0.755006054969545 2973.20954525577
1 "train" "STANDING" -0.758564404100197 2973.20954525577
1 "train" "STANDING" -0.758529198707576 2973.20954525577
1 "train" "STANDING" -0.756507876643712 2973.20954525577
1 "train" "STANDING" -0.753963929124242 2973.20954525577
1 "train" "STANDING" -0.712792632934394 2973.20954525577
1 "train" "STANDING" -0.748548996615152 2973.20954525577
1 "train" "STANDING" -0.753962777828788 2973.20954525577
1 "train" "STANDING" -0.758410953831818 2973.20954525577
1 "train" "STANDING" -0.75842519840303 2973.20954525577
1 "train" "STANDING" -0.759621458984848 2973.20954525577
1 "train" "STANDING" -0.760443030574242 2973.20954525577
1 "train" "STANDING" -0.761554584624242 2973.20954525577
1 "train" "STANDING" -0.761651423325758 2973.20954525577
1 "train" "STANDING" -0.760127481445455 2973.20954525577
1 "train" "STANDING" -0.760182974525758 2973.20954525577
1 "train" "STANDING" -0.760055274242424 2973.20954525577
1 "train" "SITTING" -0.686233352815606 2973.20954525577
1 "train" "SITTING" -0.71972683669697 2973.20954525577
1 "train" "SITTING" -0.738012888727273 2973.20954525577
1 "train" "SITTING" -0.743517148762121 2973.20954525577
1 "train" "SITTING" -0.745641670674242 2973.20954525577
1 "train" "SITTING" -0.74688912120303 2973.20954525577
1 "train" "SITTING" -0.747306907842424 2973.20954525577
1 "train" "SITTING" -0.747500972113636 2973.20954525577
1 "train" "SITTING" -0.747703169813636 2973.20954525577
1 "train" "SITTING" -0.747386215701515 2973.20954525577
1 "train" "SITTING" -0.74738745161303 2973.20954525577
1 "train" "LAYING" -0.694945687995455 2973.20954525577
1 "train" "LAYING" -0.72461002019697 2973.20954525577
1 "train" "LAYING" -0.744718681974242 2973.20954525577
1 "train" "LAYING" -0.749111298445455 2973.20954525577
1 "train" "LAYING" -0.749894526187879 2973.20954525577
1 "train" "LAYING" -0.750951384807576 2973.20954525577
1 "train" "LAYING" -0.749616863745455 2973.20954525577
1 "train" "LAYING" -0.749244641581818 2973.20954525577
1 "train" "LAYING" -0.749474719028333 2973.20954525577
1 "train" "LAYING" -0.750024938510606 2973.20954525577
1 "train" "LAYING" -0.750398427292424 2973.20954525577
1 "train" "LAYING" -0.750569437457576 2973.20954525577
1 "train" "SITTING" -0.687960058212121 2973.20954525577
1 "train" "SITTING" -0.728788878072727 2973.20954525577
1 "train" "SITTING" -0.735219040043939 2973.20954525577
1 "train" "SITTING" -0.743391802884849 2973.20954525577
1 "train" "SITTING" -0.745935342133333 2973.20954525577
1 "train" "SITTING" -0.746877043468182 2973.20954525577
1 "train" "SITTING" -0.747859934869242 2973.20954525577
1 "train" "SITTING" -0.748943454924242 2973.20954525577
1 "train" "SITTING" -0.749722299512121 2973.20954525577
1 "train" "SITTING" -0.749873190436364 2973.20954525577
1 "train" "SITTING" -0.749367990030303 2973.20954525577
1 "train" "SITTING" -0.742992154621212 2973.20954525577
1 "train" "LAYING" -0.356199920530303 2973.20954525577
1 "train" "LAYING" -0.488053553757576 2973.20954525577
1 "train" "LAYING" -0.712138851695455 2973.20954525577
1 "train" "LAYING" -0.694925295060606 2973.20954525577
1 "train" "LAYING" -0.703433589116212 2973.20954525577
1 "train" "LAYING" -0.748632916922727 2973.20954525577
1 "train" "LAYING" -0.755235318248485 2973.20954525577
1 "train" "LAYING" -0.755148101393939 2973.20954525577
1 "train" "LAYING" -0.726156185878788 2973.20954525577
1 "train" "LAYING" -0.718826041321212 2973.20954525577
1 "train" "LAYING" -0.721609684969697 2973.20954525577
1 "train" "WALKING" -0.285839174504545 2973.20954525577
1 "train" "WALKING" -0.235036227055758 2973.20954525577
1 "train" "WALKING" -0.242690234818182 2973.20954525577
1 "train" "WALKING" -0.242694340063636 2973.20954525577
1 "train" "WALKING" -0.230826558751515 2973.20954525577
1 "train" "WALKING" -0.226294163306061 2973.20954525577
1 "train" "WALKING" -0.194019879772727 2973.20954525577
1 "train" "WALKING" -0.223637099501515 2973.20954525577
1 "train" "WALKING" -0.250774634318182 2973.20954525577
1 "train" "WALKING" -0.176493804698485 2973.20954525577
1 "train" "WALKING" -0.187388627401515 2973.20954525577
1 "train" "WALKING" -0.251000740719697 2973.20954525577
1 "train" "WALKING" -0.212999092606061 2973.20954525577
1 "train" "WALKING" -0.204425167928788 2973.20954525577
1 "train" "WALKING" -0.230099885712121 2973.20954525577
1 "train" "WALKING" -0.186417552045455 2973.20954525577
1 "train" "WALKING" -0.163340996019697 2973.20954525577
1 "train" "WALKING" -0.207975020948485 2973.20954525577
1 "train" "WALKING" -0.234002338136364 2973.20954525577
1 "train" "WALKING" -0.139607336290909 2973.20954525577
1 "train" "WALKING" -0.0930209112424242 2973.20954525577
1 "train" "WALKING" -0.121507081666667 2973.20954525577
1 "train" "WALKING" -0.168442172157576 2973.20954525577
1 "train" "WALKING" -0.161554494181818 2973.20954525577
1 "train" "WALKING" -0.148459531184848 2973.20954525577
1 "train" "WALKING" -0.167144484131818 2973.20954525577
1 "train" "WALKING" -0.179772441469697 2973.20954525577
1 "train" "WALKING" -0.199590420674242 2973.20954525577
1 "train" "WALKING" -0.229625859690909 2973.20954525577
1 "train" "WALKING" -0.185253187019697 2973.20954525577
1 "train" "WALKING" -0.168897286427273 2973.20954525577
1 "train" "WALKING" -0.225359655075758 2973.20954525577
1 "train" "WALKING" -0.224437060733333 2973.20954525577
1 "train" "WALKING" -0.235544057618182 2973.20954525577
1 "train" "WALKING" -0.196631538393939 2973.20954525577
1 "train" "WALKING" -0.168757491512121 2973.20954525577
1 "train" "WALKING" -0.184693189718182 2973.20954525577
1 "train" "WALKING" -0.222780436613636 2973.20954525577
1 "train" "WALKING" -0.225856915639091 2973.20954525577
1 "train" "WALKING" -0.202564656248485 2973.20954525577
1 "train" "WALKING" -0.119848015587879 2973.20954525577
1 "train" "WALKING" -0.0863569486666667 2973.20954525577
1 "train" "WALKING" -0.131558535448485 2973.20954525577
1 "train" "WALKING" -0.158813529191061 2973.20954525577
1 "train" "WALKING" -0.112420433884848 2973.20954525577
1 "train" "WALKING" -0.122440672498485 2973.20954525577
1 "train" "WALKING" -0.209858716781818 2973.20954525577
1 "train" "WALKING" -0.19628868965303 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.297453804287879 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.209740203327727 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.109239822877273 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0250701207681818 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.110566195540909 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.20907214745953 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.188300472909091 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.345096279251515 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.328862929301515 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.265617644939394 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.273699431416212 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.311326385846818 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.282878007893939 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.286425254827273 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.308023949574242 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.310397485515152 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.313780205075758 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.330854548 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.271520937448485 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.231284854636364 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.287935701639394 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.283962804574242 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.276496023151515 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.284919114486364 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.319400568359091 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.340099168409091 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.366446942798485 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.277975880977273 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.265237584651515 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.321614273936667 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.305315883545455 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.292418281651515 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.302149808959091 2973.20954525577
1 "train" "WALKING_UPSTAIRS" -0.322840179575758 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.179353287181818 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.15025513069197 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.101653593060606 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.108785670201515 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.168668002409091 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.16085824314697 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.12685347330303 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.166921303621212 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.196150436687879 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.107644635868182 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.107129563087879 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.179562864175152 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.177035749951515 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.0999066847136364 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.1024020866 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.173228049939394 2973.20954525577
1 "train" "WALKING_DOWNSTAIRS" -0.170446633637879 2973.20954525577
3 "train" "STANDING" -0.546331969212121 2973.20954525577
3 "train" "STANDING" -0.696177493243939 2973.20954525577
3 "train" "STANDING" -0.745911872793939 2973.20954525577
3 "train" "STANDING" -0.736097945369697 2973.20954525577
3 "train" "STANDING" -0.706379997227273 2973.20954525577
3 "train" "STANDING" -0.684149159 2973.20954525577
3 "train" "STANDING" -0.673464317333333 2973.20954525577
3 "train" "STANDING" -0.678384709090909 2973.20954525577
3 "train" "STANDING" -0.66270052870303 2973.20954525577
3 "train" "STANDING" -0.648907718969697 2973.20954525577
3 "train" "STANDING" -0.651055704460606 2973.20954525577
3 "train" "STANDING" -0.669637538969697 2973.20954525577
3 "train" "STANDING" -0.702347441833333 2973.20954525577
3 "train" "STANDING" -0.697350038227273 2973.20954525577
3 "train" "STANDING" -0.6871473515 2973.20954525577
3 "train" "STANDING" -0.692728580136364 2973.20954525577
3 "train" "STANDING" -0.662599507045455 2973.20954525577
3 "train" "STANDING" -0.718101800774242 2973.20954525577
3 "train" "STANDING" -0.742758701318182 2973.20954525577
3 "train" "STANDING" -0.750916925681818 2973.20954525577
3 "train" "STANDING" -0.740309535628788 2973.20954525577
3 "train" "STANDING" -0.733770275884848 2973.20954525577
3 "train" "STANDING" -0.737648456428788 2973.20954525577
3 "train" "STANDING" -0.745406132130303 2973.20954525577
3 "train" "STANDING" -0.751427239484848 2973.20954525577
3 "train" "STANDING" -0.754776253 2973.20954525577
3 "train" "STANDING" -0.756396716386364 2973.20954525577
3 "train" "STANDING" -0.758839631787879 2973.20954525577
3 "train" "STANDING" -0.758423267440909 2973.20954525577
3 "train" "STANDING" -0.758149779116667 2973.20954525577
3 "train" "STANDING" -0.741206802045455 2973.20954525577
3 "train" "SITTING" -0.616880113515151 2973.20954525577
3 "train" "SITTING" -0.702722187848485 2973.20954525577
3 "train" "SITTING" -0.732947130574242 2973.20954525577
3 "train" "SITTING" -0.741269521178788 2973.20954525577
3 "train" "SITTING" -0.743500143784697 2973.20954525577
3 "train" "SITTING" -0.733399137506061 2973.20954525577
3 "train" "SITTING" -0.635743873978788 2973.20954525577
3 "train" "SITTING" -0.601114352424242 2973.20954525577
3 "train" "SITTING" -0.593939203212121 2973.20954525577
3 "train" "SITTING" -0.706132918939394 2973.20954525577
3 "train" "SITTING" -0.721812390159091 2973.20954525577
3 "train" "SITTING" -0.729625458515151 2973.20954525577
3 "train" "SITTING" -0.650719328545455 2973.20954525577
3 "train" "SITTING" -0.712497115426818 2973.20954525577
3 "train" "SITTING" -0.7310419145 2973.20954525577
3 "train" "SITTING" -0.743205457116667 2973.20954525577
3 "train" "SITTING" -0.74493554009697 2973.20954525577
3 "train" "SITTING" -0.747280111940909 2973.20954525577
3 "train" "SITTING" -0.749913314048485 2973.20954525577
3 "train" "SITTING" -0.743861103590909 2973.20954525577
3 "train" "SITTING" -0.739216809224242 2973.20954525577
3 "train" "SITTING" -0.739552702757576 2973.20954525577
3 "train" "SITTING" -0.748313436956061 2973.20954525577
3 "train" "SITTING" -0.749932653963636 2973.20954525577
3 "train" "SITTING" -0.749475312877273 2973.20954525577
3 "train" "SITTING" -0.749219858727273 2973.20954525577
3 "train" "LAYING" -0.643893964106061 2973.20954525577
3 "train" "LAYING" -0.711381010916667 2973.20954525577
3 "train" "LAYING" -0.730221895817424 2973.20954525577
3 "train" "LAYING" -0.745515907072727 2973.20954525577
3 "train" "LAYING" -0.747529473106061 2973.20954525577
3 "train" "LAYING" -0.743214033578788 2973.20954525577
3 "train" "LAYING" -0.742477066793939 2973.20954525577
3 "train" "LAYING" -0.737191674234848 2973.20954525577
3 "train" "LAYING" -0.7317804165 2973.20954525577
3 "train" "LAYING" -0.726731775636364 2973.20954525577
3 "train" "LAYING" -0.729259888915151 2973.20954525577
3 "train" "LAYING" -0.740848301106061 2973.20954525577
3 "train" "LAYING" -0.736806967890909 2973.20954525577
3 "train" "LAYING" -0.719944955469697 2973.20954525577
3 "train" "LAYING" -0.699155983530303 2973.20954525577
3 "train" "LAYING" -0.731363808342424 2973.20954525577
3 "train" "LAYING" -0.744951747110606 2973.20954525577
3 "train" "LAYING" -0.752242974362121 2973.20954525577
3 "train" "LAYING" -0.752959714124242 2973.20954525577
3 "train" "LAYING" -0.753047487690909 2973.20954525577
3 "train" "LAYING" -0.753589369460606 2973.20954525577
3 "train" "LAYING" -0.75380715245303 2973.20954525577
3 "train" "LAYING" -0.753830604253644 2973.20954525577
3 "train" "LAYING" -0.750421198651515 2973.20954525577
3 "train" "LAYING" -0.748814628719697 2973.20954525577
3 "train" "LAYING" -0.748899758651515 2973.20954525577
3 "train" "LAYING" -0.749242557652576 2973.20954525577
3 "train" "LAYING" -0.752111400545455 2973.20954525577
3 "train" "LAYING" -0.75326485555 2973.20954525577
3 "train" "LAYING" -0.752556728943939 2973.20954525577
3 "train" "WALKING" -0.449326025939394 2973.20954525577
3 "train" "WALKING" -0.43059392815303 2973.20954525577
3 "train" "WALKING" -0.392404917606061 2973.20954525577
3 "train" "WALKING" -0.345357177325758 2973.20954525577
3 "train" "WALKING" -0.343358228469697 2973.20954525577
3 "train" "WALKING" -0.341403608454545 2973.20954525577
3 "train" "WALKING" -0.310822836871212 2973.20954525577
3 "train" "WALKING" -0.336048103748485 2973.20954525577
3 "train" "WALKING" -0.353244503790909 2973.20954525577
3 "train" "WALKING" -0.306259707412121 2973.20954525577
3 "train" "WALKING" -0.299042313974242 2973.20954525577
3 "train" "WALKING" -0.348023455528788 2973.20954525577
3 "train" "WALKING" -0.369639052545455 2973.20954525577
3 "train" "WALKING" -0.340502456348485 2973.20954525577
3 "train" "WALKING" -0.316539428133333 2973.20954525577
3 "train" "WALKING" -0.328418982607576 2973.20954525577
3 "train" "WALKING" -0.438760259562121 2973.20954525577
3 "train" "WALKING" -0.415666905536364 2973.20954525577
3 "train" "WALKING" -0.384762127954545 2973.20954525577
3 "train" "WALKING" -0.341491269706061 2973.20954525577
3 "train" "WALKING" -0.284169703893939 2973.20954525577
3 "train" "WALKING" -0.276308275413636 2973.20954525577
3 "train" "WALKING" -0.297222887233333 2973.20954525577
3 "train" "WALKING" -0.328182845613636 2973.20954525577
3 "train" "WALKING" -0.320165843595455 2973.20954525577
3 "train" "WALKING" -0.261593751618182 2973.20954525577
3 "train" "WALKING" -0.283669290219697 2973.20954525577
3 "train" "WALKING" -0.325036948184848 2973.20954525577
